,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
68218,8bb5f2a25ffca41bcd95d235aaa9f0dd,456c485c160f1a610f33708118560c83,4352ea20fb9fd42cdee491e16daa938d,330264000000.0,43.190034000000004,-70.884408,Dover,NH,suburban,School Administrative Unit 11,Strafford,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,high poverty,Grades PreK-2,522.91,22.0,f,11/23/13,11/28/13
115384,ec4c1dcc43a8e385e4898bb789429f63,63e9d246e32ea84ee1bb2d07d1676481,bb39f958a7fe4191fb74f3167afaeb96,420540000000.0,40.306843,-76.81598699999999,Harrisburg,PA,suburban,Central Dauphin School Dist,Dauphin,f,f,Mr.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,moderate poverty,Grades 3-5,431.02,100.0,t,9/30/12,11/9/12
44430,5b94bf243a17363f256a4d0db887b785,b6a5e9fd04b5a4c5423c9e193ef6ad99,ec578dd2a6c4e49a74531e81e926f468,360008000000.0,40.79146,-73.970552,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Mr.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 6-8,664.52,100.0,f,11/10/13,12/22/13
37341,4ced62b24bac819dc642f31773a7fd2a,f21dbdc078dbb61b5b3ac10023e39549,689b96efac70c14dfeaf11bb2906642c,530771000000.0,47.525612,-122.348656,Seattle,WA,urban,Seattle School District 1,King,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,1095.05,28.0,f,1/25/13,4/8/13
1774,03c9c608e58be465ed3ec6b6a9fc1ff6,c67785b3c163d5e709faefc6af893272,0d01ccd5027d12203fd73bd7b649dbe7,180036000000.0,39.223137,-85.909562,Columbus,IN,urban,Bartholomew Cons Sch District,Bartholomew,f,f,Mr.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Technology,high poverty,Grades 9-12,495.69,150.0,f,1/8/12,4/24/12
88269,b497f038075f7d540af3a2961f8fbb27,f8fca11c1a5183f8451a18211ea4844d,3ecb34b0273126af1377be11d8e43b24,61233006286.0,38.461552000000005,-121.36525,Sacramento,CA,suburban,Elk Grove Unif School District,Sacramento,f,f,Mr.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Other,high poverty,Grades 6-8,752.52,120.0,f,9/8/12,9/14/12
93637,bf91fa35214b4610eaf86c99c321696e,459923c8d5a45f2af77323e4973f0a5a,d690047bfdba28bfae11e512cd584e89,341104000000.0,40.68057,-74.353336,Mountainside,NJ,suburban,Mountainside School District,Union,f,f,Mrs.,Applied Sciences,Math & Science,Literature & Writing,Literacy & Language,Books,low poverty,Grades 6-8,246.86,96.0,f,10/6/13,11/30/13
109331,df9f0fffb74f55b50a24e1e0482d2f64,307541b05b029576f5ac00fa4f5d90b2,a5cea643ec22bbbc110683141caaeb5d,120018000000.0,26.158043,-80.14315,Ft Lauderdale,FL,suburban,Broward Co Public Schools,Broward,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,597.51,19.0,t,9/28/13,11/15/13
70600,90a6d0a14450d4877daa0d443d8535cc,a1f1492f9d08db39e38da464a70115b4,d1b833e3001a0cfb345ff6ed28cba110,482566000000.0,31.027627000000003,-97.824927,Killeen,TX,,Killeen Ind School District,Bell,f,f,Mrs.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades PreK-2,469.24,25.0,f,8/2/12,8/8/12
102595,d1df755463b61b0ce2cf3462c5ba63b8,65a4282c215bcc21b4d9b6e15c0ada9d,903498e0c349b9ce20b20dce2559a9e7,,36.55842,-87.261139,Clarksville,TN,,Clarksville-montgomery Co SD,Montgomery,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,high poverty,Grades 3-5,170.93,48.0,f,11/25/13,12/16/13
80685,a50de62a346a7403241e90ae252b48dd,c4061d75bec7ab56e38557d3569d3cdd,60e0ca8f779c510d3f81428e321e1cea,61926002312.0,34.0045,-117.47313500000001,Jurupa Valley,CA,suburban,Jurupa Unified School District,Riverside,f,f,Mr.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,765.19,100.0,f,11/17/12,2/9/13
110228,e152616518b16e92b7d745e4a5765d87,f18ec595bf0bf50a6eb77683d3d46abd,74f4078cd3f68c1ba8684196e5d251bb,360009000000.0,40.679543,-74.002022,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Mr.,Mathematics,Math & Science,Extracurricular,Applied Learning,Technology,highest poverty,Grades 6-8,1034.07,120.0,f,9/14/12,1/1/13
134,004cd3e50be74ac3fa3758f385bfec2e,fbf39a9a592bc57b4de57b9a7878709e,b28b3ff3715ef9378a3753ab50eb26bc,250279000000.0,42.330525,-71.077745,Roxbury,MA,urban,Boston Public School District,Suffolk,f,f,Ms.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Other,highest poverty,Grades 3-5,189.02,43.0,f,3/4/12,3/28/12
81102,a5e58dc4622075eb58d1c9db516d6725,d9997cb07e936776bef544266a493cfb,51415a1587f4f5a68583241b15f59db1,62271003065.0,34.189834999999995,-118.620003,West Hills,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Health & Life Science,Math & Science,Technology,high poverty,Grades 3-5,859.12,22.0,f,3/5/13,4/19/13
68226,8bbb9f178e9ddc545d2c484f3ab3b036,4417443db85232b36bfeec7b17a8d899,d472550c986278d26fade445ea243b9c,402277000000.0,35.439205,-97.556987,Oklahoma City,OK,urban,Oklahoma City School Dist,Oklahoma,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 6-8,510.6,70.0,f,11/4/12,11/16/12
25478,3489af4da65f32eb5fdd9c8e5036f3d7,58fbca35dba02816eae501730647c732,e2e33f36be0432e55a00466f2be0c670,110003000000.0,38.903327000000004,-76.986377,Washington,DC,urban,Dc Public Schools,District Of Columbia,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,808.16,26.0,f,5/5/13,8/30/13
65982,8727eee29dc386d5589b7d420ebd2210,c7b8c6a411dad72429f745d1fdfb0d26,c347b68aeaac77dfab889524747cb704,330498000000.0,42.774991,-71.482573,Nashua,NH,urban,School Administrative Unit 42,Hillsborough,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,1004.68,80.0,t,9/15/13,10/25/13
61843,7f1bcb5fd20f5d45c2ff2f071e5d7297,bad2cc94825e259a262d4cce24b2f34e,034db2af7515cff99eb1e76ec741e2e5,260627000000.0,42.482931,-86.08970500000001,Pullman,MI,rural,Bloomingdale Public Sch Dist,Allegan,f,f,Ms.,Special Needs,Special Needs,,,Technology,highest poverty,Grades 3-5,158.21,18.0,f,8/29/13,10/11/13
50362,67b416dfa2cd08261b06404e74eb7146,afd58f5c6911c6f5fed4a44699f964f5,31b1f71c781c369216254219dfacb67b,251251000000.0,42.097202,-72.62509200000001,W Springfield,MA,suburban,West Springfield Sch District,Hampden,f,f,Mrs.,Literacy,Literacy & Language,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades 3-5,307.62,200.0,f,11/25/12,12/26/12
49800,667cfb0decd01bb7c4052751446ddaab,3f65fd0b0e6c8df354f85aca47beb8aa,fd255f6aacdb3e32f2fc6f703d3be1dd,62271003187.0,34.163521,-118.428505,Sherman Oaks,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,Character Education,Applied Learning,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 6-8,1005.94,200.0,f,2/21/13,3/22/13
104633,d6315054ab56e26bfc94d5d4fd4b1566,cc14a60ba4d96a4d9bc2fb8a57d1514f,5a6dba68e3d7dfe05c6ed0ed424d0edd,100081000000.0,38.547605,-75.56925600000001,Laurel,DE,,Laurel School District,Sussex,f,f,Ms.,Economics,History & Civics,College & Career Prep,Applied Learning,Supplies,high poverty,Grades 9-12,1069.29,65.0,f,2/12/12,2/20/12
10806,164083bd8c03255af6180a8b6e7ba059,b6b661282d1a7d259e35def58002b54b,3065d33099df8849cf396f567d48e518,62271003306.0,34.037704,-118.159943,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Mathematics,Math & Science,,,Technology,high poverty,Grades 3-5,965.18,30.0,f,1/19/13,3/9/13
87685,b37150fa2f8b15cdff59b2183b8958b0,e32d3204766a98bb79116df35a1ca078,86558c65ae3f4ff6bd721ecd622f96c4,,40.918278,-73.8283,Mount Vernon,NY,suburban,New York Dept of Education,Westchester,t,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,651.94,30.0,f,3/19/12,4/6/12
84548,acedc6245e0749b575501006c96851c1,511d43f8d417c116d71a60e541b59dd5,c7a4210ff4796f226f320cb5c1c0ebd7,62805012331.0,37.759701,-122.19888300000001,Oakland,CA,urban,Oakland Unified School Dist,Alameda,t,f,Mr.,Sports,Health & Sports,,,Supplies,highest poverty,Grades 9-12,345.41,100.0,f,7/3/13,8/16/13
118891,f35aa8d08e27a7cffdf4d8fa2b0de955,fe6fbd92acff84adc2e12720fdf71d9f,f6cb72739cb0b8d8a78921a25f871b7d,63386005314.0,33.630451,-117.693145,Lake Forest,CA,suburban,Saddleback Valley Unified SD,Orange,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 6-8,1010.11,300.0,f,11/25/12,3/5/13
95371,c321f48f6708962fdec61fdeb5fbd041,ea7134bfb2dca8ea44459f72db5b07e6,95beda041debd8bd517744ceb6115de4,62994004665.0,34.171056,-118.07203899999999,Pasadena,CA,urban,Pasadena Unified School Dist,Los Angeles,f,t,Ms.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades PreK-2,554.47,30.0,f,7/16/13,8/26/13
56584,74992b14741457d57425b4f8ac8737e8,7ea6d5b34c5104979daa7b19017d116a,034d06b9242f3b3e9077670cebc96291,360010000000.0,40.624836,-74.15059699999999,Staten Island,NY,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,332.64,30.0,f,11/18/12,12/23/12
21202,2bae19793d348841ef998667af0a02c1,a5bf3d29a3fda94293aadae9a2d08d84,b7523f41402fa0ab0a68771bd2be54b5,210186000000.0,37.993481,-84.544037,Lexington,KY,urban,Fayette Co Public Schools,Fayette,f,f,Ms.,Health & Wellness,Health & Sports,Other,Applied Learning,Supplies,high poverty,Grades 3-5,512.82,30.0,f,10/7/13,12/21/13
21568,2c7d5d07f593a7d29eeb8d6fb76c6cd7,ea4a11e3927057073dd270f444e20877,39de2138b8fe4928d2c41e1ebcc2201e,220165000000.0,30.288643,-89.767119,Slidell,LA,suburban,St Tammany Parish Sch District,St Tammany,f,f,Mrs.,History & Geography,History & Civics,Literacy,Literacy & Language,Books,high poverty,Grades 3-5,218.27,16.0,f,1/13/12,2/29/12
14538,1e297194c38527f5ce30cacf484c47dc,f55b40cc24824172d6bba936c24bcc4d,55093d1c6d09b005c6fb22bb90eeefeb,171608000000.0,40.953659,-90.34387199999999,Galesburg,IL,,Galesburg Cmty Unit SD 205,Knox,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,774.44,20.0,f,3/3/13,6/13/13
2800,0605f8e3364286ea516eb027d6ddd0e8,5a5984a99ae432e5980afcf1f31ccdfa,0469cc902f20239465e8cdd5cce8dcb4,482034000000.0,32.966944,-96.600946,Sachse,TX,suburban,Garland Ind School District,Dallas,f,f,Mrs.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Technology,moderate poverty,Grades 3-5,873.32,45.0,f,5/9/12,9/2/12
122330,faadbc29f2d594c3e6c9e42817893fc9,aa2e981ea998a75bfd803c3088580bfb,f8d336084631c0b4fbd54e6fb1bfe016,360015000000.0,40.609825,-73.94832199999999,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Ms.,Visual Arts,Music & The Arts,Special Needs,Special Needs,Supplies,highest poverty,Grades 9-12,1092.21,150.0,t,12/8/13,1/30/14
90841,b9ee2d3410b8861dd6c7853e8940f12c,d7860046b12da89c1d97cba5fd3b64ce,b1ccdafc6abf4f81f47053f7947d98de,,39.957648999999996,-82.95974,Columbus,OH,urban,Ohio Department of Education,Franklin,t,f,Ms.,Character Education,Applied Learning,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,294.42,50.0,f,4/16/13,5/31/13
85855,afa8eb0e18f36094061d30cdf73db109,462433514f29c64238fb7d4462f2f6f3,05bf2e625cdc0b7f3083e0423f417f5f,402868000000.0,36.096470000000004,-97.10508399999999,Stillwater,OK,,Stillwater Ind School District,Payne,f,f,Mr.,Literacy,Literacy & Language,,,Books,high poverty,Grades 6-8,392.69,140.0,f,12/14/13,12/27/13
69946,8f48dd0591b4a062c45e5cfce36f6330,f17b5df821ba56bb6c3efd5d1fc6cdda,bc73ca3888c69263d12882af09ac6ad8,490087000000.0,40.759132,-111.93445200000001,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,f,f,Mrs.,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 3-5,1743.09,330.0,f,9/4/13,9/30/13
73825,974de798c45e1e24d492c3c9cc7a9718,4e720a29731ea376daf74dce419838e0,3ca12688bf6832d001955026447511f5,530282000000.0,47.319675,-122.32534799999999,Federal Way,WA,suburban,Federal Way School Dist 210,King,f,f,Mrs.,Special Needs,Special Needs,,,Supplies,high poverty,Grades PreK-2,186.52,45.0,f,1/24/12,2/4/12
16985,230318a057ff3e4095020a3af9905452,9842f536f3a976097b9d2a3ab0b824a3,62142cc7b303b15369fd239d0719ccc1,100023000000.0,39.566452000000005,-75.62867,New Castle,DE,suburban,Colonial School District,New Castle,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,high poverty,Grades PreK-2,410.44,22.0,f,9/28/13,10/19/13
47561,61fe01f815855de05a436252151e5015,3d4e582ad001145312025c312362fb66,0b019701d0ef446d5f5c236a1c975376,484538000000.0,29.321259,-96.085145,Wharton,TX,,Wharton Ind School District,Wharton,f,f,Mrs.,Special Needs,Special Needs,,,Technology,high poverty,Grades PreK-2,738.93,45.0,f,1/12/13,4/10/13
72808,953e2b51710ee1372dfcd51c544325ae,9148d4ebfea2bde4ad1b078fc2eabaec,d102ab818d9fc30c6b202c5209f1c2c1,62271002917.0,34.105961,-118.32091499999999,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Mathematics,Math & Science,Other,Applied Learning,Technology,highest poverty,Grades 3-5,1047.04,22.0,f,9/22/13,10/10/13
45396,5d84509696acb64d8cfa3cef5b5e70c7,5e6c59fbedf2d1b413223aed30d43222,adbead4ea28e0e13dc72aabbc47015fc,62271002807.0,34.101906,-118.251938,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Social Sciences,History & Civics,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,456.16,30.0,f,12/13/12,1/21/13
48705,6439228dbc395631dd1418948db7e538,3d81aecbf82f3fbf78fef565b5e896f4,b23a9822498d8cdedd74830856122b02,530669000000.0,47.385506,-122.62036100000002,Gig Harbor,WA,suburban,Peninsula School District 401,Pierce,f,f,Ms.,Special Needs,Special Needs,Early Development,Applied Learning,Supplies,moderate poverty,Grades PreK-2,869.69,21.0,f,9/19/13,11/24/13
80125,a3fc9bc49f8811b9bdfd858ca090ff2f,626254d7c05335a0f34826067af76f8f,2afd115bbe8b66927b797ef783373244,20018000070.0,61.192417000000006,-149.78315700000002,Anchorage,AK,urban,Anchorage School District,Anchorage,f,f,Ms.,Applied Sciences,Math & Science,Visual Arts,Music & The Arts,Books,highest poverty,Grades 3-5,941.44,65.0,t,9/23/13,11/15/13
81808,a749d0209cfd0bc8015549e82d61c256,124bdd5559c2d3b158e7d25de52d14f9,664dab44565bb053c237e4da62608a28,550876000000.0,43.702152000000005,-88.990521,Markesan,WI,rural,Markesan School District,Green Lake,f,f,Ms.,Literature & Writing,Literacy & Language,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,928.49,17.0,f,10/17/12,2/4/13
32235,429f02705517747d86d61603ee4870bd,d7c4a865d0efafdc552ab290074e4d2f,7b2809285ca635c62042b8044fc7e980,510066000000.0,37.998734000000006,-77.415989,Milford,VA,rural,Caroline Co Public Schools,Caroline,f,f,Ms.,History & Geography,History & Civics,Social Sciences,History & Civics,Books,high poverty,Grades 9-12,405.13,25.0,t,3/15/12,4/15/12
7205,0f15022ab690a656b9b2d006bd9b5293,74f5a68e956c0be4b601fc4af30e4eae,e061b87bce20de2dfed63059e8ad97eb,63462005756.0,38.666065,-121.25063300000001,Fair Oaks,CA,suburban,San Juan Unified School Dist,Sacramento,f,f,Mrs.,College & Career Prep,Applied Learning,,,Books,moderate poverty,Grades 9-12,417.59,999.0,f,8/1/13,9/23/13
23088,2f98985296f20f9e28715968ccafaa94,f06be6ac54c9dd6cf1ceab2dbfe6c49c,40c3f8611c8a2ec538fe7ea61b07c9b0,181281000000.0,39.808298,-86.317687,Indianapolis,IN,urban,Msd Of Wayne Twp,Marion,f,f,Ms.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 3-5,394.52,25.0,t,8/12/13,8/17/13
62928,812b1280f5ff1f89dbf5c321008c79d1,00fb7f948dfa63582251022aa0afee1b,fa6d62e2396bb465dadca1a590f579b9,490036000000.0,40.635888,-112.018396,West Jordan,UT,suburban,Granite School District,Salt Lake,f,f,Mr.,Health & Life Science,Math & Science,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 6-8,527.05,23.0,t,10/29/13,12/21/13
34293,46b0f3f2d55a5fc402cb7f550dc1ad90,a9fa291569470fdc4495762c3fc2e4b9,29913ee5d6de18a45c5a74a618997428,360009000000.0,40.833135999999996,-73.914163,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Ms.,Extracurricular,Applied Learning,Social Sciences,History & Civics,Supplies,highest poverty,Grades 6-8,283.26,653.0,f,3/16/12,4/2/12
87618,b34e3009dafe8145c0fc94fecce8e679,d63946077020a1ece954110010f175cc,c76e3decf6ff6c7a68a811a1ef0eceea,510291000000.0,37.215872,-77.431427,Petersburg,VA,suburban,Petersburg School District,Petersburg City,f,f,Mrs.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 3-5,508.98,25.0,f,7/10/12,8/12/12
62726,80d4bf7b78e81803e5898bf3379fe66f,ce1fb6d1ec24abef3c1898316a021158,88b1357ecd1a1daa4d32994d62f6ff90,62271002955.0,33.882816,-118.305443,Gardena,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Environmental Science,Math & Science,,,Supplies,high poverty,Grades PreK-2,1199.99,36.0,f,9/10/13,10/14/13
3282,06f6cb6e2e266227b83fa0d99fb92b0e,128b385ab9c2ec03631b26ae1b10ae7b,864c914f042bd75d241fa297d9deabda,410192000000.0,45.464828000000004,-122.850388,Beaverton,OR,suburban,Beaverton School District,Washington,f,f,Ms.,Special Needs,Special Needs,Literacy,Literacy & Language,Books,moderate poverty,Grades 3-5,156.24,11.0,f,12/2/12,1/11/13
109134,df3d6c80b1b526d8d87ef3d0855e11e4,69bbeb57e468cdd3da844219d9d4229a,ca48a4a686d1293757a46abb743c9a63,62271002974.0,34.018758,-118.185701,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literacy,Literacy & Language,,,Books,high poverty,Grades 3-5,663.42,31.0,t,1/30/12,3/26/12
108943,ded8d6a6855adf906c410471ac9f8e74,2e88581aed7a9e27d101416ecdde5afb,2fd1254fdb39e02fe135cb2f3479a9a4,370363000000.0,36.438333,-78.906133,Roxboro,NC,rural,Person Co School District,Person,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,638.38,21.0,f,10/18/12,1/17/13
107704,dc6067e7d1a52a95dedfba5309604ed7,69a86651a45547c6429d9e2c242f5b26,a909cc48506730304b23547961ea5606,530354000000.0,47.397661,-122.301891,Des Moines,WA,suburban,Highline School District 401,King,f,f,Ms.,Applied Sciences,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades 6-8,473.01,700.0,f,6/7/13,9/22/13
27451,38c231eba1c5df1b4b604a12f5dda275,88f87cb3c1136706b8566366f7e2de43,5711991d1eeb186c619fa9ee849bc632,410348000000.0,44.550779,-123.28940800000001,Corvallis,OR,urban,Corvallis School District 509j,Benton,f,f,Mrs.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,609.84,27.0,f,2/4/13,5/31/13
46671,6030da2455278563625feb53e960da1d,27716c86e1763e225bbea337485806d6,5ce52990270677abfd9ecc5487ee2eb6,61692000943.0,33.754021,-116.916283,Hemet,CA,suburban,Hemet Unified School District,Riverside,f,f,Mrs.,Visual Arts,Music & The Arts,,,Supplies,high poverty,Grades PreK-2,185.36,64.0,f,5/21/13,8/15/13
40563,5389d8bccef2bbe148360e673eb96eac,faabc5ea926a326d78fbe1e7bde0d296,041cfa6fa8d28a707b0641101661fcac,490021000000.0,40.906735,-111.87438300000001,Centerville,UT,suburban,Davis School District,Davis,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,1004.68,20.0,f,10/15/12,11/18/12
46815,607b46325bce8a73ae6e97b10754205b,2dbb92c1d7d3a820d4cb8615becd5624,402af227fa85f52e0679ab20dc8f1c91,482166000000.0,32.936489,-97.088219,Grapevine,TX,suburban,Grapevine-colleyville Ind SD,Tarrant,f,f,Mrs.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,336.74,20.0,f,3/24/13,4/9/13
40402,532dfe09031232651b3610475c371d4e,056f0f4d6279d17b84872da2ce2ab0e9,ab6340e27029ed0464f03daaa4d6a2a5,330498000000.0,42.732048999999996,-71.785147,Nashua,NH,urban,School Administrative Unit 42,Hillsborough,f,f,Ms.,Applied Sciences,Math & Science,,,Technology,moderate poverty,Grades 9-12,171.58,150.0,t,11/11/12,12/28/12
54327,6fc908d39f1dd5ec396b9e1d13e99266,76e582614f5b92bf505c5eb37248406d,2d591d712e87207d0c11af6e762f9122,530000000000.0,46.160216999999996,-122.90788300000001,Kelso,WA,suburban,Kelso School District 458,Cowlitz,f,f,Mrs.,Literature & Writing,Literacy & Language,Other,Applied Learning,Technology,highest poverty,Grades PreK-2,941.41,25.0,f,5/4/13,8/11/13
24369,323a250531d7caf6315bbae29028470d,89f0e610a652c4354c6a7b63ded90a01,37bc9b4022e3780240a8322c4e4bbb21,,42.842754,-108.73618799999998,Lander,WY,rural,Fremont Co School District 1,Fremont,f,f,Mr.,Environmental Science,Math & Science,History & Geography,History & Civics,Supplies,moderate poverty,Grades 6-8,789.54,119.0,t,2/17/12,2/27/12
3350,071a8b9991ec941e512896040875534a,e66cf8eef5064ca1173bfd52b968b535,d20dfde74f610f136e9f534e74920479,530396000000.0,47.353783,-122.195618,Kent,WA,urban,Kent School Dist 415,King,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,high poverty,Grades 3-5,169.64,30.0,f,4/26/13,5/6/13
31548,4143e8779abb48315cc87c06b6816250,0a27415f452c6beac8acf93038dd2923,1931311647fab1bbc01bdd7df1c08c5b,,36.149095,-86.764975,Nashville,TN,urban,Metro Nashville Pub Sd,Davidson,t,f,Ms.,Literacy,Literacy & Language,Environmental Science,Math & Science,Books,highest poverty,Grades 3-5,386.08,125.0,t,9/5/12,10/17/12
96311,c5265b16a42b7bd82a0b2a0ff2da36c2,a6aed9f33af5b871792a8c95b6f4f783,9aa69b1421b3e2736a7dcf3303271ed2,210299000000.0,38.172569,-85.778056,Louisville,KY,urban,Jefferson Co School District,Jefferson,f,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 6-8,238.29,200.0,t,9/29/13,10/7/13
72336,9448047845e93c2fbe7bfd1f4aba77fa,799f9c8887e76460b2b561bf58614af4,e7a1b8ec1a0f99167fb83f7519c1cade,,32.692951,-96.64520300000001,Dallas,TX,urban,Dallas Ind School District,Dallas,t,f,Ms.,Environmental Science,Math & Science,ESL,Literacy & Language,Supplies,highest poverty,Grades 3-5,196.32,24.0,t,10/21/12,11/24/12
31661,417debc112e9f5a3eea94a7c442e1317,d9a4fa47a260a2a951bfd6cbd8794b6c,f8727a821d2d310892a4584bbdb25728,62781004214.0,37.232773,-121.82339499999999,San Jose,CA,urban,Oak Grove School District,Santa Clara,f,f,Ms.,ESL,Literacy & Language,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,289.49,45.0,t,3/9/12,4/6/12
69434,8e469897ffcae4ef70d8253e075761f2,85edb36bc88d46b1785d0712aa250efb,822a150dbe94050e91100b0ae5d8c227,490051000000.0,41.75654,-111.844229,Logan,UT,suburban,Logan City School District,Cache,f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,426.36,80.0,t,3/10/12,3/26/12
99601,cbe50eb5e3b866c33bc3e39485d925cd,5dddc1e936e16deb080df65102a5ff04,c1d359a426673bb10cd6de99cc2e9c4d,120144000000.0,28.544386,-81.436996,Orlando,FL,urban,Orange Co Public School Dist,Orange,f,f,Ms.,Mathematics,Math & Science,Economics,History & Civics,Books,highest poverty,Grades 3-5,864.49,22.0,f,7/22/12,9/13/12
99637,cbf69f116cacc6062730d8e4aea70058,0a4e2262fdef6aac9978e781888d8474,ba930192666361c17f7d3930d521b018,,45.353946,-84.235037,Onaway,MI,rural,[County run],Presque Isle,t,f,Ms.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 9-12,264.24,40.0,f,2/3/13,2/24/13
3632,07ac355e1d7e1a56693e62766969d5b1,28d9ca60de44b2044bcb8ad8d7dff825,58c53078ab74999ce710a7e7aafb66ff,,45.073178999999996,-93.355191,Brooklyn Park,MN,suburban,Minnesota Dept of Education,Hennepin,t,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,high poverty,Grades 6-8,296.45,30.0,t,9/3/13,10/11/13
10849,16573daabf27e106ad2add1a56323785,4392daae280670f2ec16d128f0a48f5f,09abac419e6425b436a6a2ac2ea05a7e,291201000000.0,38.749592,-90.32593,Berkeley,MO,suburban,Ferguson-florissant SD R2,St Louis,f,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 3-5,259.74,28.0,t,11/11/12,12/30/12
72343,944c15f2bca19ae96b7c4239313f5a80,01ac6ab61db2db06600154167c375fd8,7077f6aff74b64035bbf3e37858481da,90249000458.0,41.56644,-72.65645,Middletown,CT,urban,Middletown Public Schools,Middlesex,f,f,Ms.,Character Education,Applied Learning,,,Books,highest poverty,Grades 3-5,309.69,250.0,f,11/20/12,12/6/12
